Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Robert Cunningham,54,71000000.0,155950648.63,Medium-term,medium,Under 6 year
Samantha Barker,31,5000000.0,12401244.76,Long-term,low,Under 1 year
Adam Valenzuela,28,50000000.0,80723788.98,Medium-term,medium,Under 2 year
Tony Robles,48,150000000.0,341038375.69,Short-term,high,Under 7 year
Donna Anderson,55,38000000.0,76726369.77,Short-term,medium,Under 7 year
Regina Snyder,46,98000000.0,198382556.3,Short-term,high,Under 6 year
Mark Huynh,45,71000000.0,183895367.9,Medium-term,medium,Under 3 year
Kristopher Moses,22,128000000.0,249821712.78,Long-term,low,Under 3 year
Charles Jones,32,135000000.0,256964018.39,Long-term,low,Under 8 year
Joshua Macias,33,19000000.0,41414367.96,Short-term,low,Under 4 year
Ann Douglas,42,45000000.0,78767370.09,Long-term,medium,Under 7 year
Ethan Bullock,20,88000000.0,234601409.25,Medium-term,medium,Under 8 year
Richard Benjamin,32,125000000.0,206065913.87,Short-term,low,Under 4 year
Lisa White,49,66000000.0,126754639.01,Long-term,high,Under 1 year
Robert Solomon,47,142000000.0,274511789.36,Medium-term,low,Under 9 year
Michael Williams,21,49000000.0,92097294.12,Medium-term,low,Under 0 year
Juan Richmond,60,136000000.0,216950603.89,Medium-term,low,Under 8 year
Michael Wheeler,41,38000000.0,72256221.76,Long-term,medium,Under 9 year
Shelley Copeland,25,147000000.0,397823274.07,Short-term,high,Under 8 year
Daniel Mitchell,42,103000000.0,182033572.02,Medium-term,medium,Under 2 year
Mary Smith,61,102000000.0,282100162.96,Short-term,medium,Under 4 year
Susan Ortiz,28,20000000.0,39918189.41,Long-term,high,Under 9 year
Cynthia Davis,43,42000000.0,110412735.87,Medium-term,medium,Under 5 year
Richard Robles,19,117000000.0,301516191.68,Short-term,medium,Under 0 year
Latasha Dean,56,87000000.0,223388546.79,Long-term,high,Under 9 year
Dana Gutierrez,64,44000000.0,66452468.48,Medium-term,low,Under 7 year
Jonathan Liu,27,132000000.0,305554747.08,Long-term,low,Under 7 year
Scott Burns,31,24000000.0,55705350.35,Short-term,high,Under 6 year
Gina Tucker,46,116000000.0,178600531.53,Medium-term,high,Under 8 year
Cheryl Rangel,64,27000000.0,55668514.3,Long-term,medium,Under 0 year
Elizabeth Aguilar,43,4000000.0,11111544.58,Medium-term,low,Under 1 year
Jessica Reed,46,63000000.0,142643235.17,Short-term,high,Under 4 year
Tony Williams,47,42000000.0,73919053.63,Long-term,low,Under 6 year
Isabel Clark,40,56000000.0,84924895.58,Long-term,low,Under 9 year
Michael Ross,39,97000000.0,162879316.39,Medium-term,medium,Under 3 year
Susan Hamilton,51,67000000.0,137507386.58,Long-term,medium,Under 4 year
Mr. Kevin May,27,116000000.0,324121611.38,Short-term,low,Under 9 year
Tyrone Keith,47,83000000.0,216721139.58,Medium-term,high,Under 6 year
Kerri James,34,22000000.0,41597103.93,Medium-term,medium,Under 2 year
Ricky Mccall,33,65000000.0,162682280.23,Short-term,low,Under 8 year
Kelly Anderson,58,122000000.0,196873027.55,Medium-term,medium,Under 3 year
William Lloyd,51,65000000.0,157237185.08,Long-term,low,Under 0 year
Albert Cox,65,21000000.0,51371784.62,Short-term,high,Under 8 year
Nicholas Moore,32,36000000.0,105863580.17,Long-term,low,Under 5 year
Sheila Fernandez,55,83000000.0,214335699.71,Medium-term,high,Under 2 year
Frederick Brown,52,68000000.0,199313711.72,Short-term,high,Under 0 year
Jennifer Washington,63,139000000.0,288732894.75,Long-term,medium,Under 0 year
Monica Johnson,56,64000000.0,169874475.46,Long-term,high,Under 5 year
Amy Monroe,40,104000000.0,157309783.11,Long-term,medium,Under 2 year
Justin Jimenez,57,1000000.0,2424482.81,Short-term,high,Under 1 year
Angela Jackson,21,54000000.0,105954245.2,Long-term,low,Under 0 year
John West,51,83000000.0,219899247.56,Medium-term,low,Under 4 year
Peter Olson,33,59000000.0,150624980.49,Short-term,medium,Under 0 year
Charles Molina,43,114000000.0,210385178.6,Long-term,medium,Under 8 year
Derrick Green,26,142000000.0,258937042.43,Short-term,high,Under 6 year
Melissa Farrell PhD,53,134000000.0,343602810.22,Short-term,high,Under 8 year
Nancy Wang,27,139000000.0,411425194.98,Medium-term,low,Under 9 year
Jill Gutierrez,60,53000000.0,156130200.83,Medium-term,high,Under 7 year
Lori Johnson,31,46000000.0,84656054.21,Long-term,high,Under 5 year
Alicia Taylor,27,96000000.0,197365991.36,Long-term,low,Under 1 year
Wanda Hurst,48,143000000.0,265266319.23,Short-term,high,Under 5 year
Brooke Harper,60,121000000.0,238716161.96,Medium-term,medium,Under 8 year
Melody Hickman,51,127000000.0,356900195.75,Medium-term,low,Under 8 year
Shelley Mccarthy,23,34000000.0,100351575.06,Short-term,high,Under 2 year
Rodney Kim DVM,39,114000000.0,247715589.77,Short-term,high,Under 0 year
Kayla Garcia,22,51000000.0,148726240.33,Long-term,low,Under 8 year
James Donovan,61,108000000.0,250320031.89,Medium-term,medium,Under 0 year
Lindsey Welch,59,131000000.0,372393918.7,Medium-term,medium,Under 2 year
James Moore,60,105000000.0,190940644.3,Medium-term,high,Under 7 year
Lauren Patel,30,53000000.0,131238741.92,Medium-term,low,Under 4 year
Linda Dominguez,40,31000000.0,82422945.38,Long-term,medium,Under 9 year
Daniel Bailey,53,150000000.0,369966553.27,Medium-term,medium,Under 9 year
Sheri Woods,21,72000000.0,180254372.37,Short-term,medium,Under 7 year
Mary Wilson,20,102000000.0,299409581.15,Medium-term,low,Under 2 year
Mr. Jeffrey Martinez,31,46000000.0,119153617.81,Medium-term,medium,Under 1 year
Jessica Baker,54,48000000.0,109307643.14,Long-term,high,Under 6 year
Valerie Young,54,127000000.0,191223958.9,Short-term,low,Under 0 year
Norma Shaw,21,104000000.0,277819052.64,Medium-term,high,Under 6 year
Cheryl Cox,62,85000000.0,172113148.11,Short-term,high,Under 1 year
Heather Kelley,61,85000000.0,245031417.33,Short-term,medium,Under 7 year
Travis Jones,25,134000000.0,229098385.0,Medium-term,medium,Under 3 year
Bill Perry,60,102000000.0,192660753.25,Long-term,medium,Under 7 year
Katrina Peterson,49,52000000.0,124308802.1,Medium-term,high,Under 6 year
Sheila Foster,27,96000000.0,152256524.0,Long-term,high,Under 1 year
Gary Foley,30,19000000.0,54994834.51,Medium-term,medium,Under 2 year
Elaine Peters,24,62000000.0,159077257.93,Medium-term,medium,Under 3 year
Victoria Young,36,55000000.0,130832967.98,Short-term,high,Under 4 year
Charles Johnson,40,95000000.0,161012082.82,Short-term,high,Under 1 year
Adrienne Davis,19,143000000.0,227335802.5,Short-term,medium,Under 8 year
Christopher Jones,44,47000000.0,138342268.9,Long-term,medium,Under 4 year
Maria Smith,47,55000000.0,122360291.41,Medium-term,high,Under 3 year
Tyler Edwards,61,14000000.0,25484159.6,Medium-term,medium,Under 5 year
Alicia Smith,42,100000000.0,297905586.41,Medium-term,medium,Under 1 year
Donald Sullivan,30,55000000.0,117262453.35,Short-term,medium,Under 0 year
Leslie Johnson,44,91000000.0,229076069.87,Long-term,low,Under 6 year
Amy Leonard,25,81000000.0,156440492.99,Long-term,medium,Under 8 year
Glen Rice,38,9000000.0,14988470.93,Short-term,high,Under 8 year
Isabel Williams,57,72000000.0,116618026.6,Medium-term,medium,Under 1 year
Laura Rogers,25,46000000.0,123792299.66,Medium-term,medium,Under 8 year
Laura Hamilton,20,74000000.0,190977920.06,Medium-term,medium,Under 0 year
Richard James,60,13000000.0,36513861.69,Long-term,medium,Under 1 year
James York,37,145000000.0,254420560.42,Medium-term,high,Under 8 year
Teresa Johns,58,110000000.0,286766263.36,Long-term,medium,Under 9 year
Jared Grant,63,110000000.0,210366805.76,Medium-term,low,Under 8 year
Tonya Phillips,39,5000000.0,12615397.02,Long-term,high,Under 0 year
Matthew Fernandez,26,134000000.0,305410498.4,Medium-term,medium,Under 3 year
Christopher Kim,64,69000000.0,140875882.95,Short-term,medium,Under 2 year
Robin Tapia,23,145000000.0,311954219.79,Short-term,medium,Under 2 year
Heather Lambert,48,20000000.0,31406268.18,Short-term,medium,Under 6 year
Michelle Harrison,24,45000000.0,132989856.61,Medium-term,low,Under 9 year
Jennifer Campbell,40,111000000.0,267223136.14,Medium-term,high,Under 4 year
Benjamin Brown,38,33000000.0,50335455.62,Short-term,low,Under 0 year
Kevin Rodriguez,18,127000000.0,306619844.62,Long-term,high,Under 1 year
Craig Berry,34,100000000.0,185532588.14,Medium-term,high,Under 5 year
Thomas Bell,38,7000000.0,13656666.33,Long-term,high,Under 6 year
Barbara Stewart,19,42000000.0,79712381.05,Long-term,low,Under 8 year
Barbara Martinez,31,123000000.0,188986410.4,Medium-term,medium,Under 2 year
Francisco Lee,53,63000000.0,102801183.77,Medium-term,medium,Under 2 year
Ryan Lucas,59,145000000.0,417128884.44,Medium-term,medium,Under 2 year
John Rodriguez,32,4000000.0,11494049.67,Medium-term,low,Under 7 year
Lauren Kline,63,58000000.0,94903180.56,Medium-term,low,Under 0 year
Elizabeth Cook,35,1000000.0,2080337.51,Short-term,medium,Under 6 year
John Steele,59,68000000.0,158744033.12,Medium-term,medium,Under 8 year
Sean Davis,53,64000000.0,127775584.9,Long-term,low,Under 8 year
Brian Woods,53,19000000.0,41398058.08,Long-term,low,Under 1 year
Valerie Schmidt,63,143000000.0,423168083.45,Medium-term,medium,Under 9 year
Mary Johnson,37,135000000.0,262744894.16,Medium-term,medium,Under 4 year
Carlos Aguilar,65,14000000.0,32878117.52,Long-term,high,Under 6 year
Steven Lee,52,10000000.0,25967026.68,Medium-term,medium,Under 1 year
Nancy Little,45,7000000.0,12574669.28,Short-term,medium,Under 7 year
Dawn Elliott,61,73000000.0,141819789.13,Long-term,high,Under 8 year
Tyler Ross,61,48000000.0,89543809.18,Short-term,low,Under 9 year
Margaret Travis,19,142000000.0,235964059.38,Long-term,low,Under 3 year
Larry Reeves,57,72000000.0,197376529.58,Medium-term,low,Under 3 year
Edward Walker,29,13000000.0,27671295.02,Long-term,high,Under 5 year
Gregg Johnson,51,48000000.0,88181479.4,Medium-term,medium,Under 1 year
Amber Patterson,48,141000000.0,357572387.32,Medium-term,low,Under 7 year
Teresa Simmons,30,66000000.0,120874738.98,Long-term,high,Under 0 year
Andrew Scott,39,131000000.0,217879984.57,Short-term,high,Under 6 year
Keith Jones,37,74000000.0,191660107.73,Long-term,low,Under 6 year
Cheryl Moore,31,139000000.0,353283976.72,Long-term,medium,Under 5 year
Tami Hamilton,18,59000000.0,108490871.01,Medium-term,medium,Under 7 year
Emma Berger,29,67000000.0,109031062.12,Long-term,low,Under 6 year
Rebecca Weeks,43,130000000.0,232185447.44,Medium-term,medium,Under 8 year
Kelly Parsons,31,34000000.0,87039816.37,Medium-term,high,Under 0 year
Kelly Wall,43,31000000.0,55542484.14,Medium-term,low,Under 0 year
Zachary Wilkins,21,23000000.0,62998899.0,Short-term,low,Under 7 year
Elizabeth Alexander,28,84000000.0,240873419.98,Long-term,low,Under 2 year
Alexis Martinez,24,78000000.0,124860901.16,Short-term,low,Under 7 year
Brenda Williams,18,122000000.0,221202733.26,Long-term,high,Under 7 year
Angela Garza,63,110000000.0,173829666.2,Short-term,high,Under 9 year
Jesus Jacobs,43,84000000.0,158132525.21,Long-term,high,Under 1 year
Jamie Alvarez,38,93000000.0,176378711.92,Short-term,high,Under 1 year
Stephanie Alvarado,55,113000000.0,311113348.42,Long-term,high,Under 4 year
Mary Burton,36,57000000.0,99233332.77,Long-term,low,Under 1 year
Christopher Ford,60,14000000.0,27379204.99,Medium-term,high,Under 7 year
Sean Nash,46,53000000.0,105715783.07,Short-term,medium,Under 2 year
Makayla Kelly,40,71000000.0,195322820.7,Long-term,low,Under 6 year
Jim Morrison,39,113000000.0,245638560.99,Short-term,medium,Under 9 year
Donna Cooper,30,32000000.0,84448948.47,Long-term,low,Under 0 year
Mrs. Maria Allen,64,146000000.0,368473707.43,Short-term,medium,Under 9 year
Robert Wells,25,23000000.0,64399633.79,Long-term,low,Under 5 year
Steven Bell,25,37000000.0,94225574.29,Long-term,low,Under 2 year
Amanda Short,49,96000000.0,201409059.08,Long-term,high,Under 6 year
Christopher Foster,26,62000000.0,162936324.13,Long-term,medium,Under 2 year
John Wright,26,64000000.0,123757206.92,Short-term,high,Under 1 year
Janet Hamilton DDS,52,74000000.0,119598595.41,Short-term,high,Under 2 year
Jennifer Nielsen,23,108000000.0,208203140.89,Short-term,high,Under 1 year
Tom Barnes,27,1000000.0,2328658.61,Medium-term,low,Under 3 year
Jennifer Adams,35,25000000.0,54325425.77,Medium-term,high,Under 5 year
Brad Oliver,19,69000000.0,201859142.0,Medium-term,high,Under 4 year
Vanessa Reyes,55,130000000.0,363449607.69,Long-term,high,Under 5 year
Lauren Montgomery,59,47000000.0,132886250.47,Short-term,high,Under 5 year
Scott Thompson,38,36000000.0,73286612.09,Short-term,low,Under 9 year
Donna Frederick,41,70000000.0,141006986.33,Short-term,medium,Under 2 year
Joseph Valenzuela,60,81000000.0,238680609.71,Short-term,low,Under 0 year
Christina Skinner,43,60000000.0,173276862.67,Long-term,low,Under 4 year
Jessica Riggs,44,138000000.0,375895821.2,Long-term,high,Under 5 year
Mr. Jonathan Thompson,47,149000000.0,373208242.99,Long-term,low,Under 5 year
Samantha Richardson,37,85000000.0,225189967.64,Long-term,low,Under 8 year
Laura Anderson,31,96000000.0,189609347.47,Medium-term,high,Under 1 year
Sandra Lyons,21,150000000.0,361562227.51,Long-term,low,Under 0 year
Katherine Chandler,21,101000000.0,189062570.56,Medium-term,high,Under 4 year
Erica Ferguson,47,121000000.0,337931481.91,Short-term,low,Under 5 year
Rachel Booth,23,1000000.0,2680733.48,Medium-term,medium,Under 8 year
Thomas Lewis,65,137000000.0,236199777.23,Long-term,low,Under 6 year
Chad Bailey,40,141000000.0,258962805.06,Medium-term,low,Under 1 year
Daniel Ramirez,22,143000000.0,222733333.15,Long-term,medium,Under 0 year
Kelly Williams,50,90000000.0,245557220.38,Short-term,medium,Under 1 year
Brandon Ortiz,39,149000000.0,342811428.54,Long-term,high,Under 0 year
Daniel Blair,45,6000000.0,11196999.13,Medium-term,low,Under 7 year
Katherine Mullen,34,118000000.0,202797551.4,Medium-term,high,Under 7 year
Madison Mcbride,33,12000000.0,33171761.04,Short-term,high,Under 6 year
Scott Bailey,32,4000000.0,7128278.35,Long-term,high,Under 3 year
Michael Brown,32,34000000.0,63106555.37,Long-term,high,Under 1 year
Troy Crosby,48,117000000.0,175790662.66,Long-term,low,Under 8 year
Megan Wolfe,47,5000000.0,11908771.64,Long-term,low,Under 4 year
Stephanie Higgins,65,5000000.0,7617299.07,Medium-term,low,Under 9 year
Trevor Johnson,32,45000000.0,86592303.78,Short-term,high,Under 1 year
George Guerrero,31,100000000.0,185160922.26,Long-term,medium,Under 0 year
Mitchell Jones,40,148000000.0,390159930.31,Medium-term,low,Under 9 year
Joseph Wells,48,76000000.0,201426409.81,Short-term,high,Under 9 year
Jason Hicks,55,78000000.0,206275092.04,Short-term,low,Under 9 year
Rachel Tran,25,21000000.0,34021325.48,Long-term,low,Under 2 year
Lauren Warren,52,144000000.0,219854468.74,Medium-term,low,Under 6 year
Dale Carpenter,57,87000000.0,144195794.95,Short-term,high,Under 6 year
Kaitlin Garcia,58,88000000.0,151933451.14,Long-term,medium,Under 8 year
Kristi Austin,32,28000000.0,72130925.65,Medium-term,low,Under 9 year
Grace Hartman,53,98000000.0,180890909.87,Long-term,low,Under 9 year
Michelle Scott,39,38000000.0,63034449.81,Short-term,low,Under 5 year
Christopher Taylor,63,6000000.0,9380329.56,Medium-term,low,Under 2 year
Andrew Martin,25,33000000.0,52302469.89,Short-term,high,Under 2 year
Erin Rivers,30,47000000.0,85840863.09,Short-term,high,Under 3 year
William Sexton,41,61000000.0,120583520.56,Short-term,low,Under 4 year
Mrs. Julia Boyer,28,67000000.0,197581465.79,Short-term,high,Under 8 year
Taylor Jimenez,65,67000000.0,103235335.73,Short-term,high,Under 4 year
Ronald Hall,25,26000000.0,50182849.23,Long-term,high,Under 3 year
Laura Eaton,20,64000000.0,123952374.08,Long-term,low,Under 1 year
Billy Dyer,44,25000000.0,74672415.61,Medium-term,medium,Under 0 year
Robert Wilkinson,22,105000000.0,218059242.03,Long-term,low,Under 6 year
Justin Powell,39,56000000.0,95941300.48,Long-term,medium,Under 2 year
Brandon Williams,39,82000000.0,233610938.53,Short-term,low,Under 2 year
Emily Wiley,34,118000000.0,218976050.7,Medium-term,low,Under 3 year
Ricardo Mercado,55,29000000.0,53512928.59,Long-term,low,Under 7 year
Alejandro Sullivan,40,115000000.0,212529833.09,Short-term,low,Under 7 year
Jeffrey Perry,37,146000000.0,246927894.66,Medium-term,high,Under 3 year
Kelsey Shepherd,27,113000000.0,230385951.12,Medium-term,low,Under 1 year
Daniel Ramos,44,78000000.0,183130656.93,Long-term,high,Under 3 year
Amy Ashley,32,136000000.0,314677880.86,Short-term,medium,Under 7 year
Sean Nicholson,27,53000000.0,138019186.95,Medium-term,high,Under 0 year
Jason Reilly,24,17000000.0,46067108.21,Short-term,low,Under 7 year
William Smith,52,43000000.0,78636165.41,Short-term,high,Under 4 year
Shelly Smith,48,108000000.0,190256047.31,Medium-term,medium,Under 9 year
Angela Kaufman,29,146000000.0,436800391.73,Short-term,low,Under 6 year
Nathaniel Woods,52,9000000.0,19901204.55,Medium-term,high,Under 7 year
Bradley Garcia,65,101000000.0,176941272.37,Long-term,medium,Under 5 year
Sharon Larsen,61,118000000.0,340840414.73,Short-term,medium,Under 9 year
Andrew Jones,25,135000000.0,256150577.6,Long-term,high,Under 8 year
Casey Morrison,52,103000000.0,215631023.86,Medium-term,high,Under 4 year
Ronald Shaw,28,98000000.0,279704115.0,Short-term,medium,Under 6 year
Miranda Thompson,64,145000000.0,394392905.74,Long-term,high,Under 6 year
Roger Johnson,26,80000000.0,208272770.24,Long-term,medium,Under 0 year
Adam Lopez,63,65000000.0,132131811.64,Long-term,medium,Under 3 year
Robert Santos,43,38000000.0,94734821.59,Long-term,high,Under 6 year
Brittany Ochoa,43,130000000.0,196358012.92,Short-term,high,Under 0 year
Jennifer Stephenson,43,16000000.0,40812352.55,Short-term,low,Under 8 year
Benjamin Smith,32,75000000.0,167439503.31,Medium-term,medium,Under 1 year
Ryan Martin,29,149000000.0,283776314.67,Short-term,high,Under 5 year
Amy Sanchez,54,61000000.0,166150068.56,Short-term,high,Under 4 year
Lonnie Levy,42,95000000.0,149802492.96,Short-term,medium,Under 4 year
Miguel Ross,19,138000000.0,376884814.52,Long-term,high,Under 2 year
Jennifer Snow,25,109000000.0,178805560.46,Medium-term,low,Under 0 year
Tracy Cruz,54,70000000.0,139091644.37,Short-term,medium,Under 1 year
Matthew Rice,37,93000000.0,212991981.36,Short-term,high,Under 5 year
Evan Ingram,50,86000000.0,214476487.87,Medium-term,medium,Under 7 year
David Little,62,99000000.0,182672720.76,Medium-term,low,Under 9 year
Daniel Obrien,28,85000000.0,148373638.22,Short-term,medium,Under 0 year
Benjamin Martin,50,67000000.0,106691959.84,Short-term,medium,Under 6 year
Laura Chase,53,38000000.0,73657037.55,Long-term,medium,Under 4 year
Laura Ford,65,144000000.0,241770663.51,Long-term,low,Under 0 year
Sherri Chang,52,4000000.0,8019871.33,Long-term,low,Under 9 year
Lauren Payne,34,13000000.0,27194597.02,Short-term,high,Under 9 year
Courtney Patel,18,120000000.0,207032876.92,Medium-term,medium,Under 3 year
Jennifer Page,55,134000000.0,316067531.4,Short-term,low,Under 3 year
Luis Love,42,116000000.0,308322123.4,Long-term,medium,Under 6 year
Lorraine Horn,50,8000000.0,17816865.04,Long-term,high,Under 1 year
Robert Hoffman,50,7000000.0,20049248.64,Short-term,low,Under 9 year
Andre White,59,104000000.0,292328300.28,Long-term,high,Under 6 year
Gregory Morales,53,142000000.0,268955236.46,Short-term,low,Under 2 year
John Adkins,28,106000000.0,312518018.58,Short-term,low,Under 0 year
Kaylee Jefferson,45,25000000.0,37547845.79,Long-term,high,Under 1 year
Lori Robinson,56,100000000.0,150284890.91,Medium-term,high,Under 5 year
Amy Long,19,38000000.0,112251398.9,Medium-term,low,Under 1 year
Shaun Fisher,18,23000000.0,58037981.49,Short-term,high,Under 5 year
Latoya Wong,54,34000000.0,61093038.69,Medium-term,high,Under 5 year
Danny Doyle,39,95000000.0,235098987.57,Short-term,high,Under 3 year
Ann Savage,30,148000000.0,350579969.76,Medium-term,medium,Under 7 year
Amy Moore,47,5000000.0,14580673.24,Long-term,low,Under 2 year
Fred Wood,27,95000000.0,222362484.65,Long-term,low,Under 5 year
Christian Acevedo,37,121000000.0,183738456.16,Medium-term,low,Under 9 year
Patricia Nelson,28,70000000.0,156348688.98,Medium-term,low,Under 0 year
Christopher Webster,18,17000000.0,48327411.14,Medium-term,medium,Under 3 year
Lawrence Ward,44,64000000.0,100842442.8,Short-term,low,Under 4 year
Jason Garza,52,17000000.0,42658016.31,Short-term,high,Under 3 year
Robert Smith,62,104000000.0,284443335.13,Short-term,low,Under 1 year
Jessica James,27,112000000.0,288791241.08,Short-term,low,Under 4 year
William Santos,59,97000000.0,255675587.6,Short-term,low,Under 0 year
Heather White,31,60000000.0,117385316.5,Long-term,high,Under 3 year
Eric Beck,37,132000000.0,394731124.63,Short-term,high,Under 0 year
Robin Garcia,36,22000000.0,35532315.97,Medium-term,low,Under 5 year
Anthony York,49,82000000.0,171051377.08,Short-term,medium,Under 9 year
Kristina Smith,38,53000000.0,121141513.8,Medium-term,medium,Under 6 year
David Schaefer,42,135000000.0,308619638.23,Short-term,medium,Under 2 year
Christopher Adams,27,134000000.0,394221760.01,Long-term,low,Under 0 year
Amber Smith,37,32000000.0,88135346.3,Long-term,medium,Under 8 year
Robert Kelly,44,34000000.0,85799778.87,Long-term,high,Under 2 year
Tammy Hunter,27,146000000.0,335527498.44,Long-term,high,Under 7 year
Jenny Johnson,35,47000000.0,139334293.47,Long-term,low,Under 2 year
Michelle Krueger,33,145000000.0,294354468.66,Medium-term,medium,Under 1 year
Brad Simmons,21,81000000.0,218451018.05,Medium-term,low,Under 6 year
Heather Santiago,41,119000000.0,202976471.11,Long-term,medium,Under 6 year
Jermaine Ferrell,37,54000000.0,108235416.69,Short-term,high,Under 4 year
Ronald Lopez,33,11000000.0,30956435.18,Short-term,low,Under 3 year
David Anderson,58,106000000.0,231477414.32,Long-term,medium,Under 6 year
Stephanie Martin,37,122000000.0,284340903.36,Short-term,medium,Under 9 year
Penny Banks,33,32000000.0,82385203.66,Medium-term,low,Under 7 year
Sarah Herman,28,132000000.0,264451951.43,Short-term,medium,Under 7 year
Robert Fernandez,37,127000000.0,248272485.24,Short-term,low,Under 0 year
Karen Warren,53,69000000.0,149428087.46,Short-term,high,Under 8 year
David Robinson,26,99000000.0,152788440.24,Short-term,high,Under 4 year
Rickey Pruitt,65,107000000.0,238877224.38,Medium-term,high,Under 7 year
Devin Padilla,28,81000000.0,238686827.47,Short-term,low,Under 3 year
Kimberly Norris,18,123000000.0,214842009.66,Medium-term,medium,Under 2 year
Rebecca Phillips,58,123000000.0,322553134.07,Long-term,high,Under 7 year
Lawrence Anderson,25,103000000.0,238431204.9,Medium-term,low,Under 4 year
Mark Gonzales,43,24000000.0,48051931.08,Medium-term,high,Under 2 year
Crystal Johnson,49,33000000.0,50652358.85,Medium-term,medium,Under 4 year
Alicia Wilson,31,136000000.0,333111950.88,Long-term,high,Under 6 year
Tom Holloway,40,53000000.0,90708150.4,Short-term,medium,Under 3 year
Michael Morrow,41,69000000.0,128027603.72,Medium-term,low,Under 1 year
Kristen Carlson,46,17000000.0,31040095.92,Medium-term,medium,Under 4 year
Daniel Hill,49,30000000.0,73363646.79,Short-term,low,Under 4 year
Robert Wang,62,148000000.0,241936949.6,Long-term,medium,Under 7 year
Andrea Berry,25,73000000.0,211332682.97,Short-term,high,Under 1 year
William Haley,34,44000000.0,126594962.93,Short-term,medium,Under 1 year
Amanda Lucas,40,50000000.0,127791146.69,Short-term,high,Under 5 year
Taylor Sanchez,34,50000000.0,149548951.45,Short-term,low,Under 1 year
Billy Ford,36,30000000.0,74731513.31,Medium-term,high,Under 9 year
Steven Reed,51,54000000.0,126360744.32,Long-term,low,Under 8 year
Dana Gardner,42,95000000.0,143629542.94,Short-term,high,Under 4 year
Catherine Peterson,28,96000000.0,282211452.43,Long-term,high,Under 7 year
Andrea Cortez,21,19000000.0,38320908.28,Short-term,medium,Under 8 year
Melissa Jones,43,118000000.0,269585048.45,Short-term,medium,Under 9 year
Tina Williams,34,2000000.0,3187699.31,Medium-term,low,Under 5 year
James Good,43,136000000.0,227450175.99,Medium-term,high,Under 2 year
Michael Hoover,32,52000000.0,118472041.62,Long-term,medium,Under 6 year
Christopher Gibson,51,43000000.0,93977662.06,Short-term,high,Under 6 year
Richard Jackson,48,52000000.0,122786222.96,Medium-term,medium,Under 0 year
Brian Orozco,47,91000000.0,210207145.7,Medium-term,medium,Under 6 year
Ashlee Yang DDS,49,8000000.0,17007801.11,Short-term,low,Under 9 year
Ruben Underwood,45,63000000.0,146181073.14,Long-term,medium,Under 3 year
Amanda Sanders,39,86000000.0,153124518.91,Medium-term,medium,Under 6 year
Chloe Lucas,26,55000000.0,84981425.31,Short-term,low,Under 5 year
Jessica Morse,37,78000000.0,162584397.35,Long-term,high,Under 1 year
Gina Thomas,53,85000000.0,128984729.09,Medium-term,medium,Under 2 year
Gregory Warren,38,34000000.0,100898325.65,Short-term,high,Under 7 year
Stephen Hoffman,58,121000000.0,213746308.59,Medium-term,low,Under 3 year
Mary Pacheco,42,50000000.0,137206444.74,Medium-term,high,Under 1 year
Natasha Morales,19,109000000.0,185394303.34,Short-term,low,Under 0 year
Brittany Boyd,61,100000000.0,198276271.01,Short-term,medium,Under 6 year
Tyler Thomas,58,103000000.0,201846664.57,Short-term,low,Under 0 year
Frank Davis,47,135000000.0,404998693.5,Medium-term,low,Under 1 year
Wayne Howard,65,28000000.0,78658156.69,Medium-term,low,Under 9 year
Mary Kelly,41,110000000.0,167102047.23,Medium-term,medium,Under 6 year
Daniel Parks,52,51000000.0,131263876.91,Medium-term,medium,Under 2 year
Lucas Mitchell,50,40000000.0,95144405.3,Long-term,medium,Under 0 year
Kimberly Simpson,18,140000000.0,354614331.66,Short-term,high,Under 0 year
Anne Jackson,58,49000000.0,107207441.7,Medium-term,high,Under 9 year
Mark Lee,20,140000000.0,255789737.86,Medium-term,low,Under 4 year
Claudia Hernandez MD,61,24000000.0,50856127.3,Long-term,low,Under 1 year
Ashley Gray,24,42000000.0,75886220.41,Medium-term,medium,Under 5 year
Michael Johnson,30,23000000.0,36870074.41,Short-term,low,Under 0 year
Amanda Reed,50,140000000.0,277323679.65,Short-term,medium,Under 7 year
Preston Kennedy,37,134000000.0,253387424.1,Medium-term,high,Under 1 year
Raymond Martin,48,50000000.0,128561647.42,Long-term,low,Under 3 year
Kristin Larson,53,74000000.0,179507522.41,Long-term,medium,Under 1 year
Anne Mccarthy,56,77000000.0,201421172.04,Long-term,low,Under 2 year
Elaine Hayden,38,82000000.0,225656337.26,Short-term,high,Under 3 year
Michael Butler,60,91000000.0,231070833.84,Long-term,high,Under 4 year
Justin Stephens,34,131000000.0,346302142.64,Long-term,medium,Under 1 year
Nicole Weaver,30,97000000.0,265414456.45,Medium-term,high,Under 3 year
Luis Castaneda,59,71000000.0,202211348.29,Medium-term,medium,Under 7 year
Curtis Gutierrez,41,99000000.0,280601850.91,Medium-term,low,Under 3 year
Mrs. Veronica Flores,65,135000000.0,256000922.29,Medium-term,low,Under 2 year
Todd Rhodes,34,19000000.0,44794178.03,Long-term,low,Under 8 year
Roger Salazar,53,133000000.0,236416564.18,Long-term,high,Under 3 year
